Kalimat,Tipe
"Dalam perjalanan belajar saya, pengalaman yang paling berkesan adalah ketika saya terlibat dalam sebuah diskusi kelompok untuk memahami konsep yang rumit. Saat itu, saya dan beberapa teman berdiskusi tentang topik yang cukup abstrak. Awalnya, saya merasa kebingungan dan kesulitan untuk memahami konsep tersebut, tetapi setelah mendengarkan pendapat dari berbagai sudut pandang teman-teman, saya merasa seperti mendapatkan pencerahan. Proses diskusi membuat saya menyadari bahwa pemahaman setiap orang dapat membantu saya melihat konsep dari sudut pandang yang berbeda. Saya merasa bersemangat dan semakin terdorong untuk menggali lebih dalam materi tersebut.

Agar dapat benar-benar memahami materi, saya selalu mencoba memecah konsep yang besar menjadi bagian-bagian kecil yang lebih mudah dicerna. Langkah pertama adalah memahami gambaran umum dari materi tersebut, sehingga saya dapat mengetahui poin-poin penting yang harus dipahami lebih lanjut. Kemudian, saya berusaha mencari contoh nyata atau aplikasi langsung dari materi tersebut, yang bisa membuat saya merasa lebih terhubung dan relevan dengan kehidupan sehari-hari. Terakhir, saya akan berdiskusi dengan teman atau guru untuk memastikan pemahaman saya sudah benar. Dengan melakukan diskusi ini, pemahaman saya menjadi lebih matang karena mendapatkan masukan dan penjelasan tambahan.

Salah satu strategi pembelajaran yang saya gunakan adalah dengan menggabungkan diskusi kelompok dan observasi langsung. Dengan berdiskusi, saya dapat memperoleh berbagai sudut pandang dan cara berpikir yang mungkin tidak pernah saya pikirkan sebelumnya. Selain itu, saya juga senang melihat contoh konkret, seperti ketika guru menunjukkan percobaan langsung atau saat melihat video simulasi. Saya memilih strategi ini karena belajar dari pengalaman nyata dan berbicara dengan orang lain membantu saya memahami materi dengan lebih baik, daripada sekadar membaca atau mendengar penjelasan secara teori.

Media yang paling sering saya gunakan adalah video pembelajaran dan diskusi tatap muka. Melalui video, saya dapat melihat contoh yang langsung diterapkan dalam situasi nyata, yang membuat materi lebih hidup dan lebih mudah dipahami. Sementara itu, diskusi tatap muka memungkinkan saya untuk bertanya langsung jika ada hal yang masih saya bingungkan dan mendengarkan jawaban secara langsung dari teman atau guru. Alasan saya menggunakan media ini adalah karena keduanya memungkinkan interaksi yang aktif, baik itu melalui visualisasi yang konkret maupun bertukar pendapat secara langsung, yang membuat proses belajar menjadi lebih menyenangkan dan bermakna.",Auditory
"Pengalaman belajar informatika yang paling berkesan bagi saya adalah ketika diajar oleh kakak kakak PPG selama dua minggu. Awalnya, saya merasa kewalahan dengan logika pemrograman dan berbagai istilah teknis. Namun, seiring berjalannya waktu, saya mulai memahami konsep-konsep dasar dan bahkan bisa membuat proyek sederhana karena dibantu oleh kakak kakak PPG Pengalaman ini sangat berharga karena saya sudah mulai paham dengan materi yang diajarkan .

Untuk memahami materi pemrograman, saya menerapkan pendekatan belajar bertahap. Setiap hari, saya mempelajari satu konsep baru, seperti variabel, fungsi, atau pengulangan, dan mencoba menerapkannya dalam latihan kode. Saya juga berdiskusi dengan teman-teman yang lebih berpengalaman untuk memahami konsep yang sulit dan mendapatkan saran. Langkah ini membantu saya memahami setiap bagian materi secara mendalam dan bertahap.

Strategi yang saya gunakan adalah metode belajar melalui proyek atau ""project-based learning"". Saya memilih metode ini karena lebih efektif dalam memahami pemrograman, terutama ketika saya harus membuat program kecil yang berfungsi nyata. Selain itu, dengan langsung mempraktikkan kode, saya jadi lebih mudah memahami logika di baliknya. Saya juga membuat catatan kecil untuk mencatat sintaks atau perintah penting yang sering digunakan.

Media yang paling sering saya gunakan dalam belajar informatika adalah platform belajar online dan video tutorial, terutama dari situs seperti YouTube. Saya menyukai media ini karena materi disampaikan secara interaktif dan mudah dipahami. Selain itu, saya juga sering menggunakan dokumentasi resmi bahasa pemrograman yang saya pelajari, karena menyediakan referensi yang lengkap. Dengan menggunakan media ini, proses belajar terasa lebih terarah dan efisien.",Kinesthetic
"Belajar Android Studio sangat berkesan bagi saya. Awalnya kesulitan dengan tampilan dan kode, namun saya merasa puas ketika berhasil membuat aplikasi sederhana yang berjalan dengan baik di perangkat Android.

Untuk memahami materi, saya mencari referensi di internet, seperti tutorial dan dokumentasi, serta mencoba membuat aplikasi sederhana untuk mempraktikkan yang telah dipelajari.

Saya menggunakan strategi mencari solusi di internet, terutama melalui tutorial video dan forum seperti Stack Overflow, untuk mengatasi kesulitan dan memahami konsep-konsep baru.

Saya lebih suka menggunakan internet, terutama video tutorial dan dokumentasi resmi Android, karena kedua media ini jelas dan membantu dalam memahami materi dengan baik.",Visual
"Pengalaman belajar yang paling berkesan bagi saya adalah saat mengikuti kelas bahasa Inggris di sekolah menengah. Saya diberi tugas untuk melakukan presentasi tentang budaya Inggris, termasuk tradisi, makanan, dan festival. Meskipun merasa gugup, saya sangat bersemangat untuk berbagi pengetahuan yang saya kumpulkan. Saat presentasi, rasa gugup saya perlahan hilang, dan pengalaman ini tidak hanya meningkatkan kemampuan berbicara di depan umum, tetapi juga membuat saya lebih menghargai keanekaragaman budaya.

Untuk memahami materi yang saya pelajari, saya menggunakan pendekatan terstruktur. Pertama, saya membaca dan mencatat poin penting dari materi yang diberikan guru. Kemudian, saya mencoba menghubungkan informasi baru dengan pengetahuan yang sudah saya miliki. Misalnya, saat mempelajari kosakata baru dalam bahasa Inggris, saya mencari tahu penggunaannya dalam kalimat dan konteks yang berbeda. Pendekatan ini membantu saya memahami makna dan penggunaan kata-kata dalam kehidupan sehari-hari.

Saya juga menggunakan beberapa strategi efektif dalam pembelajaran. Salah satunya adalah pembelajaran berbasis proyek, yang memungkinkan saya menerapkan teori dalam praktik. Dalam proyek presentasi budaya, saya tidak hanya belajar bahasa, tetapi juga melakukan riset mendalam tentang konteks sosial dan budaya. Metode ini membuat belajar lebih menarik dan interaktif, sehingga saya lebih mudah mengingat informasi.

Media yang saya sukai untuk belajar adalah video pembelajaran dan aplikasi interaktif. Saya sering menggunakan YouTube untuk menonton video tutorial atau dokumenter yang berkaitan dengan materi. Visualisasi membantu saya memahami konsep sulit. Selain itu, aplikasi seperti Duolingo atau Quizlet juga sangat membantu dalam memperkuat kosakata dan tata bahasa. Dengan media ini, saya merasa lebih terlibat dan termotivasi untuk belajar, menjadikan proses pembelajaran lebih menyenangkan dan efektif.",Visual
"Salah satu pengalaman belajar paling berkesan yang pernah saya alami adalah saat mengikuti program workshop intensif tentang komunikasi publik. Untuk memahami materi, saya biasanya memulai dengan membaca atau mendengarkan penjelasan secara menyeluruh terlebih dahulu untuk mendapatkan gambaran umum. Metode yang paling sering saya gunakan adalah active recall dan spaced repetition. Saya memilih teknik ini karena terbukti secara ilmiah membantu dalam mempertahankan informasi dalam jangka panjang. Media yang paling sering saya gunakan adalah video pembelajaran dan buku digital.",Auditory
"Pengalaman belajar yang paling berkesan bagi saya adalah ketika pertama kali mempresentasikan proyek penelitian di depan banyak orang. Saat itu, saya merasa sangat gugup karena khawatir tidak bisa menjelaskan dengan baik. Namun, setelah mulai berbicara, saya merasakan kepercayaan diri tumbuh karena telah mempersiapkan materi dengan matang. Ketika presentasi selesai dan mendapatkan apresiasi dari dosen dan teman-teman, saya merasa sangat bangga dan termotivasi untuk terus belajar.

Saya biasanya memahami materi dengan membaginya menjadi langkah-langkah kecil. Pertama, saya membaca secara keseluruhan untuk mendapatkan gambaran umum. Setelah itu, saya mencatat poin-poin penting atau membuat ringkasan sederhana. Jika ada konsep yang sulit, saya mencoba mencari referensi tambahan seperti video, artikel, atau berdiskusi dengan teman. Langkah-langkah ini membantu saya menyerap informasi secara bertahap dan mendalam.

Metode yang paling sering saya gunakan adalah mind mapping dan diskusi kelompok. Dengan mind mapping, saya bisa menyusun informasi secara visual, membuat hubungan antar konsep menjadi lebih jelas. Sementara itu, diskusi kelompok membantu saya memahami perspektif baru yang mungkin tidak terpikirkan sebelumnya. Saya memilih kedua metode ini karena keduanya melibatkan proses aktif yang membuat belajar menjadi lebih menarik dan mudah diingat

Media yang paling saya sukai adalah video pembelajaran dan aplikasi digital. Video pembelajaran membantu saya memahami konsep sulit dengan cara yang lebih interaktif dan menarik, terutama karena sering disertai visualisasi yang mendukung penjelasan. Saya juga suka menggunakan aplikasi seperti flashcards digital untuk menghafal istilah atau konsep penting. Media ini saya pilih karena fleksibel dan bisa digunakan kapan saja sesuai kebutuhan.",Visual
"Cara belajar yang paling berkesan bagi saya adalah melihat guru/orang lain memperagakannya, perasaan saya senang. Saya bisa memahami materi jika ada yang langsung memperagakan atau memberi contoh dan saya bisa bertanya jika saya tidak bisa. Strategi saya untuk memahami materi dengan mungkin melihat orang lain memperagakannya. Saya suka dengan media belajar dengan buku bisa juga dengan HP, alasan saya jika dengan buku saya mudah bisa menjawab karena kalau menemukan jawaban di buku itu lebih menyenangkan daripada di HP. Kalau di HP ada orang yang memberi tutorialnya, sehingga saya mudah memahaminya.",Kinesthetic
"Pengalaman pembelajaran paling berkesan bagi saya sendiri itu saat pelajaran matematika dan saya disuruh maju mengerjakan tugas didepan dan jawaban saya benar. Entah mengapa itu sederhana namun berarti bagi saya. begitu juga dengan pelajaran lainnya. Karena memang metode saya adalah baca, pahami, praktek kan langsung.

Cara saya dalam memahami suatu materi dengan cara mempraktekan nya langsung. Saya jika dijelaskan materi tersebut cuma teori saya kesulitan memahami nya. namun saat saya mempraktekan materi tersebut saya baru paham dan mengerti.

Strategi belajar yang saya lakukan adalah dengan mengumpulkan materi-materi yang saya akan pelajari lalu saya baca dan saya praktekan secara langsung. Karena kalo saya hanya membaca tanpa praktek saya pusing sekali. Dan biasa nya dengan bantuan video atau melihat orang lain mempraktekan materi tersebut.

Media pembelajaran yang biasa saya gunakan yaitu dari berbagai sumber seperti YouTube, Ruangguru, dan jika memang sulit saya baru menggunakan AI. Kenapa saya memilih YouTube dan ruang guru sebagai media pembelajaran saya daripada AI, karena AI bagi saya tidak terlalu menolong dan memahamkan materi nya, berbeda dengan YouTube dan Ruang guru, disana dijelaskan secara rinci.",Kinesthetic
"Pengalaman belajar yang paling berkesan bagi saya adalah saat berhasil lolos seleksi Pramuka Garuda. Proses ini tidak mudah, karena melibatkan berbagai tahap seperti ujian teori, keterampilan, dan wawancara. Saya harus mempersiapkan diri dengan matang, mempelajari materi kepramukaan, serta melatih fisik dan mental. Ketika dinyatakan lolos, saya merasa sangat bangga karena usaha dan kerja keras saya membuahkan hasil.

Untuk memahami materi seleksi, saya membaca buku panduan Pramuka Garuda dan membuat catatan poin-poin penting. Saya juga mengikuti bimbingan dari kakak pembina untuk memperdalam pemahaman. Selain itu, saya sering berlatih langsung, seperti menyelesaikan simpul-simpul tali dan praktik baris-berbaris, agar lebih percaya diri saat ujian.

Strategi utama saya adalah belajar dengan menggunakan metode praktik langsung dan diskusi. Dengan mempraktikkan keterampilan yang diuji, saya lebih mudah mengingat langkah-langkahnya. Diskusi dengan teman dan pembina membantu saya memahami konsep yang mungkin kurang jelas. Strategi ini efektif karena menggabungkan teori dan aplikasi secara langsung.

Media yang paling sering saya gunakan adalah buku panduan resmi Pramuka dan video tutorial. Buku memberikan dasar teori yang terstruktur, sedangkan video membantu saya memvisualisasikan langkah-langkah yang harus dilakukan, seperti teknik mendirikan tenda atau membuat pionering. Media ini saya pilih karena mudah diakses dan sangat membantu dalam proses belajar.",Kinesthetic
"Pengalaman belajar yang berkesan pada saya adalah saat pertama kali mencoba membuat game, karna berhasil menjalankan game tersebut saat pertama kali mencoba membuat. Jika materi tersebut sudah ditulis atau dirangkum oleh guru, saya akan membaca hingga tuntas namun jika masih belum paham saya akan bertanya pada teman. Strategi belajar yang biasanya saya lakukan yaitu dengan membaca dan mendengarkan penjelasan orang, karena jika membaca belum tentu paham sepenuhnya saya akan mendengarkan penjelasan dari orang yang sudah paham dengan materi tersebut. Contohnya saat praktek membuat game, saya lebih paham jika disediakan modul tentang bagaimana cara logika game itu berjalan.",Auditory
"Pengalaman belajar yang paling berkesan selama di SMK jurusan Pengembangan Perangkat Lunak dan Gim adalah ketika membuat proyek aplikasi sederhana bersama teman. Tantangan dalam merancang fitur dan memecahkan bug memberikan pengalaman nyata tentang pengembangan perangkat lunak, sekaligus melatih kerja sama dan kreativitas.

Untuk memahami materi, saya biasanya membaca modul atau dokumentasi yang diberikan, lalu mencoba langsung menerapkannya dalam latihan coding. Jika ada konsep yang sulit, saya mencari tutorial online atau berdiskusi dengan teman untuk menemukan solusi.

Strategi pembelajaran yang saya gunakan adalah learning by doing, di mana saya langsung mempraktikkan teori melalui pembuatan proyek kecil atau biasanya juga saya tanya kepada teman. Metode ini efektif karena saya bisa langsung melihat hasilnya dan memahami kesalahan yang terjadi.

Media yang paling sering saya gunakan adalah video tutorial dari platform seperti YouTube dan dokumentasi resmi tools atau bahasa pemrograman. Media ini membantu saya memahami materi secara visual dan praktis, serta mudah diakses kapan saja.",Visual
"Pengalaman belajar saya yaitu saya lebih suka saat belajar ketika ada praktek secara langsung atau dari video, dan saya ketika dalam posisi ini lebih mengerti bagaimana cara melakukan ini ataupun itu dll. Langkah-langkah yang saya lakukan untuk mencapai pemahaman materi tersebut yang pertama melakukan visual di pikiran kedua mencoba ketiga selesai. Alasan saya memilih metode tersebut karena saya dulu masih kecil selalu bermain lego dan metode itu terbawa sampai sekarang. Media yang paling sering saya pakai adalah alat-alat elektronik seperti PC dan hp dan lain-lain.",Kinesthetic
Pengalaman belajar yang berkesan bagi saya adalah saat belajar di sertai dengan bermain agar tidak bosan. Cara memahami materi yang sering digunakan melalui penjelasan guru atau menonton video. Menulis bagian-bagian penting dari materi yang di sampaikan oleh guru atau dari buku. Media yang sering digunakan adalah buku dan hp untuk menulis bagian-bagian penting yang di jelaskan oleh guru.,Read/Write
"Pengalaman belajar yang berkesan pada saya adalah saat saya belajar melalui praktik, diskusi, atau eksplorasi memperluas wawasan dan keterampilan. Cara saya memahami materi dilakukan dengan membaca, mencatat, berdiskusi, dan mengulang. Strategi belajar meliputi perencanaan, pembagian materi, dan penggunaan teknik seperti kuis. Media yang sering saya pakai adalah buku, video, dan aplikasi edukasi mempermudah belajar dengan cara yang menarik.",Read/Write
"Pengalaman belajar yang paling berkesan bagi saya terjadi saat ujian Bahasa Inggris di sekolah menengah. Awalnya, saya kesulitan dengan soal tata bahasa dan merasa cemas. Namun, setelah berusaha tenang dan mencoba memahami aturan serta konteksnya, saya berhasil menyelesaikan soal-soal sulit. Dari situ, saya belajar bahwa memahami aturan dan penggunaan bahasa jauh lebih penting daripada sekadar menghafal kosakata. Selain itu, pengalaman ini membuat saya menjadi suka lagu-lagu Barat, karena saya merasa lebih mudah memahami liriknya dan menghubungkannya dengan pembelajaran Bahasa Inggris.

Dalam belajar, saya biasanya melakukan praktik langsung dan mencatat hal-hal penting. Saya suka menghubungkan pengalaman baru dengan keterampilan yang sudah saya miliki. Misalnya, saat berlatih olahraga, saya sering melihat orang orang dalam mempraktikkannya lalu saya mencobanya. Selain itu, mind map menjadi alat favorit saya karena membantu saya melihat hubungan antar keterampilan dengan lebih jelas.

Saya juga lebih suka metode pembelajaran aktif, seperti latihan soal dan diskusi kelompok. Latihan soal membantu saya menemukan kelemahan, sementara diskusi memungkinkan saya memahami materi lebih dalam melalui sudut pandang teman-teman. Contohnya, saat belajar sejarah, saya sering mengerjakan soal setelah membaca bab tertentu, lalu mendiskusikannya untuk memperdalam pemahaman.

Untuk mendukung proses belajar, saya sering memanfaatkan video pembelajaran dan aplikasi online. Tiktok dan YouTube adalah pilihan utama saya. Video memudahkan saya memahami konsep secara visual, sedangkan aplikasi menyediakan latihan soal interaktif. Dengan bantuan teknologi ini, saya bisa belajar kapan saja dan lebih fleksibel dalam menyesuaikan waktu belajar.",Kinesthetic
"Pembelajaran yang paling berkesan dari saya yaitu ketika saya mendapat ilmu yang baru dan saya langsung mengerti apa yang disampaikan oleh guru baik mata pelajaran produktif maupun nonproduktif.

Cara saya untuk memahami materi yaitu dengan membaca kembali atau mencari informasi yang terkait pembelajaran tersebut, jika saya masih tidak mengerti saya akan bertanya kepada guru yang menyampaikan pelajaran tersebut.

Strategi yang saya gunakan untuk memahami materi yaitu dengan cara mencoba langsung apa yang sudah diterangkan oleh guru. Dengan mencoba langsung saya akan lebih mudah memahami apa yang disampaikan karena jika mencoba langsung saya tahu di bagian mana saya tidak paham atau tidak mengerti tentang apa yang disampaikan.

Media yang sering saya gunakan untuk belajar yaitu media buku dan media visual. Media buku menurut saya lebih efektif untuk belajar karena di buku hanya ada materi dan harus dibaca supaya paham. Media visual juga menurut saya efektif untuk belajar karena di media visual terdapat tutorial pengerjaan dan itu menurut saya sangat memudahkan dalam belajar.",Read/Write
"Pengalaman yang paling berkesan yaitu, saya bisa mengerjakan tugas matematika tanpa mencontek atau dapat bantuan dari teman. Saya merasa bangga karena saya tidak mengerti apa-apa tentang matematika.

Saya mengumpulkan niat terlebih dahulu, karena saya termasuk orang yang malas untuk memahami lagi tentang materi-materi yang tidak saya pahami yang disampaikan bapak ibu guru.

Saya menggunakan metode bertanya kepada teman, karena penjelasan dari bapak ibu guru kadang tidak masuk kedalam otak saya. Dan saya lebih suka berinteraksi langsung, karena itu membuat saya lebih paham dalam memahami materi apapun.

Media yang paling sering saya gunakan adalah media internet, karena saya suka menjelajah tentang dunia internet.",Kinesthetic
"Pengalaman belajar yang paling berkesan bagi saya adalah saat mempersiapkan diri menghadapi seleksi tim inti Paskibra di sekolah. Sebagai seseorang yang bercita-cita menjadi bagian dari tim tersebut, saya menghadapi tantangan dalam menghapal teori keprotokolan dan menguasai praktik baris-berbaris yang cukup kompleks. Pada awalnya, saya merasa kewalahan dengan banyaknya materi yang harus dipelajari dalam waktu singkat. Namun, melalui kerja keras dan dukungan teman-teman, saya mulai menikmati proses belajar tersebut. Rasa bangga ketika akhirnya terpilih menjadi anggota inti adalah momen yang tak terlupakan dan memberikan motivasi besar untuk terus belajar.

Cara saya untuk memahami materi terdiri dari beberapa tahap. Pertama-tama, saya membaca teori dari modul yang diberikan dan mencatat poin-poin penting. Setelah itu, saya mendiskusikan materi dengan teman-teman agar lebih memahami konsep yang sulit. Pendekatan ini membantu saya mengidentifikasi kesalahan dan memperbaikinya secara bertahap. Dengan cara ini, saya merasa lebih percaya diri dalam menguasai materi.

Metode pembelajaran yang sering saya gunakan adalah metode belajar aktif. Misalnya, saya membuat catatan penting terlebih dahulu, lalu saya membaca dan menghafalkannya. Metode ini saya pilih karena melibatkan kombinasi antara visualisasi, analisis, dan tindakan, yang membuat proses belajar lebih efektif.

Media pembelajaran yang paling sering saya gunakan adalah video tutorial dan aplikasi catatan digital. Video tutorial membantu saya memahami gerakan dengan lebih jelas melalui contoh visual, sementara aplikasi catatan digital memungkinkan saya menyusun catatan yang terorganisir dan mudah diakses kapan saja. Alasan saya memilih media ini adalah karena sifatnya yang fleksibel dan interaktif, sehingga saya bisa belajar dengan cara yang sesuai dengan kebutuhan dan jadwal saya.",Kinesthetic
"Salah satu pengalaman belajar yang paling berkesan bagi saya adalah saat mengikuti pemrograman dasar perangkat lunak. Pada awalnya, saya merasa kesulitan memahami konsep dasar, tetapi saat berhasil menyelesaikan proyek kecil, saya merasakan kepuasan luar biasa dan semangat untuk belajar lebih lanjut. Untuk mencapai pemahaman tersebut saya mempelajari dan membaca secara seksama tentang materi yang berbentuk lkpd tersebut, sehingga saya paham dan bisa mengerjakan sebuah project yang ditugaskan. Saya menggunakan metode pembelajaran aktif, yang mencakup diskusi kelompok dan praktik langsung. Saya memilih metode ini karena agar saya tau kesalahan apa yang saya buat untuk membantu memperbaiki kesalahan dan memperdalam pemahaman. Media yang paling saya sukai ketika belajar adalah video pembelajaran, karena dengan adanya video pembelajaran saya lebih paham dengan apa yang dijelaskan disitu.",Visual
"Pengalaman belajar saya yang berkesan adalah ketika saya berhasil memperbaiki bug pada game yang saya buat, dimana saya mempelajari kesalahan saya dengan konsultasi dengan Kecerdasan Buatan atau Artificial Inteligence dan menonton video youtube terkait. Saya lebih mudah memahami materi dengan melihat langsung dengan membaca atau melihat video tentang materi terkait. Strategi saya ketika belajar adalah membaca materi terkait kemudian jika belum paham saya akan bertanya pada Artificial Inteligence atau bertanya pada guru pembimbing atau saya akan melihat mengenai materi terkait di youtube. Selain itu, saya sering menggunakan media seperti google, chatgpt, youtube, atau artikel pada internet. Saya menggunakan semua itu karena akses informasi lebih cepat dibandingkan mencari di buku atau bertanya langsung kepada orang yang lebih paham.",Visual
"Pengalaman belajar saya yang paling berkesan adalah saat saya belajar mengaji. Waktu itu saya diajak oleh ustadz saya di TPQ untuk mengaji setiap ba'da magrib. Awalnya sangat susah untuk mengerti berbagai hukum bacaan tajwid, namun lama kelamaan saya bisa dengan lancar untuk mengaji dan sedikit bisa berbagi ilmu dengan teman saya.

Untuk mempermudah saya untuk memahami berbagai materi tersebut, setelah mengaji sesampainya di rumah saya mengulangi materi materi tadi. Jika saya merasa masih kurang paham, saya bisa melihat video-video YouTube ataupun kembali bertanya kepada ustadz saya ataupun kepada teman teman mengaji saya.

Saya memilih metode membaca, mendengarkan serta langsung mempraktikkan karena dengan metode tersebut saya merasa lebih mudah untuk memahami segala sesuatu yang sekiranya susah atau rumit untuk dipahami.

Media yang biasanya saya gunakan adalah video tutorial atau sebuah tulisan karena dengan media tersebut saya bisa dengan cepat menyerap materi. Misalnya dengan video tutorial saya bisa mengetahui dimana posisi lidah yang benar ketika mengucapkan huruf Hijaiyah.",Auditory
"Pengalaman belajar saya sering berbeda-beda, kadang tertulis dan kadang di komputer. Namun, cara belajar saya lebih enak pakai komputer karena lebih enak dan lebih ke mudah untuk mengetik di bandingkan menulis karena saya merasakan bahwa lebih enak dan tidak pegal tangan untuk menulis.

Cara memahami materi saya lebih enak di jelaskan dan di praktekkan. Contoh nya ""seorang guru mengajarkan sebuah materi dan memberi contoh soal yang sedang guru itu jelas kan"", dan juga dengan cara membaca sedikit membantu untuk memahami materi tersebut.

Metode yang saya gunakan untuk memahami materi, yaitu mendengarkan. Dengan menggunakan metode tersebut, saya lebih paham akan materi yang di sampaikan oleh para guru pengampu dan lebih cepat untuk memahami suatu materi dalam bentuk penjelasan.

Media yang saya sering saya gunakan saat belajar adalah video pembelajaran karena dengan menggunakan video pembelajaran cara memahami nya lebih rinci dan langsung mengarah ke inti materi yang disampaikan.",Auditory
"Sewaktu SMP, saya suka menonton video membuat web dan saya mencobanya. Ketika berhasil, saya membagikan itu ke teman saya. Saya memahami materi dengan menonton video karena video dapat memberikan penjelasan yang lebih jelas dan mudah dipahami melalui kombinasi visual dan audio. Saya menggunakan teknik visual  Dengan melihat contoh nyata atau animasi. Saya dapat lebih mudah membayangkan dan mengaitkan konsep-konsep yang sedang dipelajari. Selain itu, video memungkinkan saya untuk mengulang materi yang sulit dipahami, sehingga saya dapat belajar dengan kecepatan yang sesuai dengan pemahaman saya. Media yang paling saya sukai adalah Video Pembelajaran. Alasannya, karena video dapat menggabungkan elemen visual dan audio, yang membuat pemahaman lebih mudah dan efektif. Video memungkinkan saya untuk melihat langsung tentang topik yang dipelajari, sehingga konsep-konsep yang sulit menjadi lebih jelas.",Visual
Pengalaman belajar yang berkesan bagi saya adalah ketika dulu saya belum bisa untuk melakukan koding. Kemudian terdapat tutorial modul dari guru dan pada akhirnya saya sudah bisa sedikit sedikit. Cara saya untuk memahami materi adalah dengan terus mengikuti modul dan terus untuk belajar sendiri agar terbiasa. Metode belajar yang saya gunakan adalah visual dan kinestetik karena saya sering menggunakan metode tersebut. Media yang sering saya gunakan untuk belajar adalah internet. Alasannya karena zaman sekarang sering menggunakan media internet dan mudah diakses.,Visual
"Pengalaman belajar yang paling berkesan menurut saya adalah pada saat saya kelas 5 SD. Di situ saya mengikuti les yang di miliki oleh wali kelas. Beberapa bulan mengikuti les di wali kelas tersebut, saya memiliki perkembangan yang begitu signifikan. Di situ saya mulai mudah untuk memahami materi yang di ajarkan.

Cara saya untuk memahami materi yang saya pelajari adalah dengan cara membaca dan mencermati secara berulang kali hingga saya memahami materi tersebut.

Strategi yang saya gunakan untuk memahami materi yaitu dengan mengumpulkan niat terlebih dahulu kemudian fokus dengan 1 materi itu. Hal ini dikarenakan jika saya tidak niat dan fokus saya tidak akan memahami materi tersebut.

Media yang saya sukai saat belajar adalah media video, karena jika saya melihat melalui video saya akan lebih mengerti materi tersebut karena ada gambaran mengenai materi tersebut.",Read/Write
"Pengalaman belajar yang berkesan menurut saya adalah ketika saya belajar membuat game. Saat itu saya mulai tertarik dan ingin belajar lebih dalam. Kemudian, cara saya untuk memahami materi adalah dengan cara menulis atau merangkum materi yang saya baca. Strategi belajar yang saya pakai, yaitu dengan gaya belajar visual, karena lebih mudah menangkap penjelasan dengan penglihatan. Selain itu, media belajar yang saya pakai adalah buku.",Read/Write
"Pengalaman belajar saya, entah itu di rumah atau disekolah itu ya..... bisa dikatakan 50/50. Sebenarnya kalau saya ingin menjelaskannya itu agak kompleks, tapi intinya, saya rentan pada teralih perhatian dengan hal lain. Ya kalau saya bisa jujur... kelebihannya menonton YouTube dan Discord. Tapi lainnya itu, saya lebih nyaman belajar sambil mendengarkan musik (kelebihan lagu OST game), atau sambil multitask dengan kegiatan lainnya, seperti mengkoding level proyek saya. Yea... bukan cara belajar yang bagus, tapi..... saya terima saja.

Untuk cara saya memahami materi, saya hanya... yea.... kalau materi sekolah atau apa, kurang lebihnya saya berpikir secara... logika, jika itu kata yang tepat? Saya lebih cenderung memahami materi secara internal, dan memahaminya dengan terapan atau ide konsep yang muncul di kepala saya. Mungkin itu akurat atau tidak, tapi selama saya bisa walaupun kemampuan pengetahuan saya rendah, yang penting saya bisa dengan langkah yang saya bisa.

Untuk strategi belajar, ya... saya sebenarnya tidak yakin teknik yang saya gunakan itu yang mana. tetapi... kalau dari paragraf sebelumnya... mungkin sudah jelas...? Yea, kelebihan acak strategi apa yang saya gunakan, karena... ya... tidak yakin yang mana untuk digunakan.

Untuk media, kelebihan saya suka yea... sebenarnya dalam benarnya dalam bentuk essay. Saya suka menulis essay agar apa yang saya jelaskan atau pelajari dapat dimengerti secara lebih detail. Yea.... sebagian besar menurut saya rumit bagi orang lain, teehee... Saya juga suka doodling sesuatu sesuai materi atau penjelasan, dan sedikit-sedikit dengan diagram, tetapi jarang dengan itu. Saya memilih media seperti ini agar saya dan lainnya dapat mudah memahaminya secara transparan mungkin dan... juga lebih menarik. Oke yang bagian menarik tadi sebenarnya kurang lebih setengah benar. Saya hanya pilih preferensi ini terutama karena saya langsung ingin melakukannya secara otomatis.",Read/Write
"Pengalaman belajar yang paling berkesan bagi saya terjadi saat saya pertama kali mempelajari bahasa pemrograman. Sebagai seseorang yang tidak memiliki latar belakang di bidang komputer, mempelajari pemrograman terasa sangat menantang dan memicu banyak rasa frustasi. Saya pertama kali belajar pemograman ketika masuk SMK ini.

Untuk memahami materi pemrograman, saya mempelajari dasar-dasar bahasa pemrograman yang ingin di kuasai seperti tipe data, variabel, operator, dan struktur kontrol. Kemudian saya meluangkan waktu untuk mengerjakan masalah pemrograman, agar kemampuan terus berkembang.

Strategi saya dalam belajar adalah dengan memilih bahasa pemrograman yang lebih mudah dipahami dan digunakan sebagai titik awal. Kemudian, kita bisa fokus pada elemen dasar seperti variabel, tipe data, struktur kontrol (if-else, loop), fungsi, dan array/list.

Ketika belajar pemrograman, saya cenderung menggunakan berbagai media pembelajaran, tergantung pada tujuan pembelajaran dan gaya belajar saya. Setiap media memiliki kekuatan dan kelebihan tersendiri, sehingga memilih media yang tepat sangat bergantung pada materi yang dipelajari dan kebutuhan individu. Tutorial youtube, Video tutorial sangat membantu untuk memahami konsep-konsep yang lebih abstrak atau kompleks, karena saya bisa melihat langsung bagaimana instruktur menulis kode dan menjelaskan langkah-langkahnya.",Visual
